Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3010-UL_Benayat_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5409-UL_Gofeh_Top_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3944-UL_Bassah_Ghrous_Ave_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5050-UL_Zohour_Garden_Back_PC_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3048-UL_Um_Abhara_Sch_Back_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,4508-UL_Baqaa_Karameh_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3015-UL_Marj_AlHamam_Ent_PD_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5405-UL_Ashrafyeh_1_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5004-UL_Nathef_Mareekh_Police_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5077-UL_Dar_Alomran_Bldg_PF_BIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3017-UL_Marj_AlHamam_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3018-UL_Nakheel_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3013-UL_Marj_AlHamam_TL_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,3022-UL_Hadi_Msq_PC_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5011-UL_Refco_3_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5227-UL_Sarh_Shaheed_Traffic_Park_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,5457-UL_Royal_Court_3_PE_Fiber_TASC_Relo_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1183-UL_Refaayat_Village_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,6472-UL_Maan_Beir_Betar_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2125-UL_Yarmouk_St_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2640-UL_Birds_Gardens_PC_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5629-UL_Sweileh_PSD_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2137-UL_Manara_Shaheed_Park_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5005-ULT_Aqleh_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,6552-UL_Mcar1_RNC01,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1644-UL_Eng_HSG_Jordan_St_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5052-UL_Mareekh_Hadeed_Msq_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2126-UL_Basheer_2_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2621-UL_Arjan_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5659-UL_Sweileh_Market_2_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1819-UL_Yasmeen_Market_CTR_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5422-UL_Arman_3_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5456-UL_Taj_Sch_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5006-ULT_3rd_CRL_Mohajereen_St_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5633-UL_Rahmanieh_Sweileh_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1814-UL_Akhdar_Core_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2106-UL_Alia_Ave_1_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,3064-UL_Marj_AlHamam_2_Relo_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2606-UL_MOI_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5637-UL_Kamalieh_PA_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5425-UL_Hay_Tafaileh_CTR_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2114-UL_Ten_Bridge_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2109-UL_Manara_4_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1660-UL_RSS_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5654-UL_East_Sweileh_UmKather_PE_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2115-UL_Qweismeh_Ind_2_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,2135-ULT_Aden_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,1831-UL_Nazzal_Exchange_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:59 +03:00",NE License Management,192.168.19.205,5450-UL_Taj_Hayooz_Ave_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,6413-UL_Tafilah_Industrial_Zone_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,3425-UL_Qarn_Aghwar_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5651-UL_Sweileh_CRL_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5453-UL_Gofeh_Saowdah_Sch_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,3040-UL_Marj_Um_Suummaq_1_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5451-UL_Gofeh_Rising_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,3012-UL_Um_Abhara_2_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5053-UL_Akhdar_Hamzeh_Msq_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5020-UL_Ras_Ain_PE_Fiber_TASC_Relo_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,1842-UL_Yasmeen_WaterTank_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5657-UL_Police_Patrol_4_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5653-UL_Jubaiha_Manhal_InterX_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,1843-UL_Nazzal_Shoora_Gardens_Back_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2614-UL_Shmeisani_Qadsieh_College_Back_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2107-UL_Qweismeh_2_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5051-UL_Mareekh_Taybat_Village_PD_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2641-UL_Dakhelieh_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5054-UL_Zohour_Traffic_Park_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,5542-L_Bristol_PE_IBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,1847-UL_Nazzal_Shoora_CRL_3_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,1818-UL_Nazzal_Shoora_CRL_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2136-UL_Um_Nowarah_Four_Ave_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2631-UL_MOC_PE_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,3003-UL_Marj_Um_Suummaq_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2113-UL_Manara_Top_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2101-UL_Qweismeh_PRC_Taghreed_Sch_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:58 +03:00",NE License Management,192.168.19.205,2622-UL_Dar_Hotel_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5636-UL_Kamalieh_Safoot_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5026-UL_Jabal_Nathef_2_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,4341-UL_Zarqa_Naseem_Av_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5408-UL_Basheer_Ent_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5647-UL_Prince_Faisal_Palace_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,3529-L_Heena_CTR_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5628-UL_Sweileh_Ind_TL_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,1849-UL_Akhdar_Bader_PD_Org_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,2603-UL_Meridian_Back_PE_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5404-UL_Hay_Um_Teneh_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5417-UL_Um_Tineh_Mada_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5626-UL_Kamalieh_West_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,1737-UL_Parliament_PF_IBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,6318-UL_Mafraq_Manshiet_Kaabeer_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,5632-UL_Souq_Sweileh_PE_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:13:57 +03:00",NE License Management,192.168.19.205,3154-UL_Land_Dept_East_Amman_IBS_M,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
